way_id,coordinates
5117,"105.7959433,21.014461;105.7963941,21.0147638;105.7964583,21.0148076;105.7967651,21.0150253;105.7969776,21.0151694;105.7970435,21.0152173;105.79712,21.0152722;105.7972651,21.0153764;105.7974226,21.015524;105.7975703,21.015675;105.797721,21.0158401;105.7977934,21.015944;105.7978874,21.0161079;105.797967,21.0162469;105.7980467,21.0164114;105.7981013,21.0165518;105.7982259,21.0168721;105.7983296,21.0171767;105.7983806,21.0173283"
5118,"105.7438467,20.9462448;105.7440433,20.9464033;105.7443614,20.9466597;105.7445213,20.9467886;105.7453164,20.9473817;105.7456311,20.9476391;105.7457028,20.9476978;105.7459321,20.9478848;105.7459418,20.9478911;105.7459713,20.9479121;105.7460991,20.9480491;105.7461525,20.948106;105.7463391,20.9483091;105.7466559,20.9485607;105.7467357,20.9486182;105.7470668,20.9488659"
5119,"105.7574033,20.956594;105.7577145,20.956613;105.7578822,20.9567469;105.7581893,20.956992;105.7585028,20.9572423;105.7587821,20.9574652;105.7594042,20.9579424;105.7600537,20.9584944;105.7605668,20.9588927;105.7606838,20.9589835;105.7614941,20.9596002"
5120,"105.7540901,20.968612;105.7540915,20.9686991;105.7540738,20.9687847;105.7540377,20.9688651"
5121,"105.827209,21.0294135;105.8272809,21.0294248;105.8273225,21.02943;105.8273932,21.0294365"
5122,"105.8298755,21.0317839;105.8298877,21.0318281;105.8298991,21.0318662;105.8299959,21.0321698"
5123,"105.8105007,21.0103209;105.8104558,21.0102588;105.8102581,21.0099816;105.8098288,21.0093796;105.80965,21.0091286;105.8093971,21.0088186;105.8093255,21.0087365"
5124,"105.7540377,20.9688651;105.7539879,20.9689336;105.7539248,20.9689917;105.7538508,20.9690373;105.7537687,20.9690686;105.7536817,20.9690844"
5125,"105.75383,20.9682756;105.7538656,20.9682948;105.7539485,20.9683534;105.7540117,20.9684193;105.7540636,20.9685111;105.7540901,20.968612"
5126,"105.7613905,20.9596818;105.760476,20.9589875;105.7602042,20.9587802;105.7586711,20.9575873"
5127,"105.7470668,20.9488659;105.7472,20.9489656;105.7476196,20.9492798;105.7485544,20.9499802"
5128,"105.6136152,21.1255089;105.6138187,21.1258576;105.6141404,21.1263431;105.6142808,21.1265376;105.6148692,21.1274332;105.6149917,21.1275529;105.6151235,21.127649;105.6170194,21.1284467;105.6171216,21.1285221;105.6172371,21.12863;105.6172746,21.1287447;105.6176473,21.1294387;105.6177117,21.1296088;105.6180017,21.1302558;105.6185021,21.1313652;105.6190073,21.1324746;105.6192165,21.1330174;105.6195652,21.1337579;105.619882,21.1342499;105.6200618,21.1346751;105.6201902,21.1348845;105.6202823,21.1349864;105.6204393,21.1352523;105.6204963,21.1353522;105.6206646,21.1358625;105.6206983,21.1359592;105.6207776,21.1361945;105.6210887,21.1364997;105.6214396,21.1371611;105.6218397,21.1379153"
5129,"105.8019879,21.0300012;105.802175,21.0302312;105.8024741,21.0306261;105.8027947,21.0309654"
5130,"105.8027947,21.0309654;105.8030503,21.0311027"
5131,"105.8026188,21.0297202;105.8023217,21.0298583;105.8019879,21.0300012"
5132,"105.8056208,21.0460004;105.8056936,21.045951;105.8057759,21.0459168;105.8058639,21.0458993;105.805954,21.0458993;105.8060421,21.0459167;105.8061243,21.0459509;105.8062019,21.0460042;105.8062648,21.0460723;105.80631,21.0461517"
5133,"105.80631,21.0461517;105.806336,21.0462441;105.8063379,21.0463397;105.8063156,21.046433;105.8062704,21.0465187"
5134,"105.8062704,21.0465187;105.8061951,21.0466003;105.8060993,21.0466603;105.80599,21.0466944;105.8058748,21.0467003;105.8057621,21.0466775"
5135,"105.7120294,20.9025922;105.7121716,20.9022704;105.7122756,20.9020623;105.7124345,20.9017442;105.7130259,20.9007351;105.7136952,20.8996244;105.7144462,20.8984617;105.7153314,20.8969933;105.7153689,20.8969583;105.7164753,20.8951504;105.7174195,20.8935919;105.7175858,20.893216;105.7176917,20.8928639;105.7179345,20.8913968"
5136,"105.8205414,21.0034963;105.8204857,21.003463"
5137,"105.7159808,20.9033216;105.7157913,20.9035367;105.7156028,20.9037507;105.7155823,20.9037589;105.7155651,20.90376;105.7155428,20.9037561;105.7150774,20.9034871;105.714844,20.9033593;105.7146028,20.9032401;105.7143599,20.9031638;105.7139322,20.9030566;105.7133839,20.9029281;105.712929,20.9028197;105.7122504,20.9026598"
5138,"105.6920621,20.9230802;105.6920757,20.9230275;105.6921152,20.9228746;105.6922974,20.9219659;105.6924421,20.9211784;105.692447,20.9211463"
5139,"105.6925062,20.9208199;105.692447,20.9211463"
5140,"105.712061,20.9026266;105.7120294,20.9025922"
5141,"105.7122504,20.9026598;105.712061,20.9026266"
5142,"105.9200799,21.0097714;105.9203629,21.0095082;105.9257772,21.0036253"
5143,"105.9259529,21.0037685;105.9205111,21.0096695;105.920319,21.0099599"
5144,"105.8355762,21.0574991;105.8358187,21.0570552;105.8359815,21.0567613;105.8364341,21.0559638;105.8368274,21.0552363;105.8379427,21.0532476;105.8380946,21.0530266;105.8382055,21.0528571;105.8388911,21.0521524;105.8395024,21.0515868;105.8396834,21.0514241;105.839882,21.0512314;105.8402372,21.0508315"
5145,"105.922897,21.0063165;105.9242222,21.0048792"
5146,"105.9286402,21.0012465;105.9283775,21.0015316"
5147,"105.8598937,20.995687;105.8595993,20.995601;105.8593933,20.9955481;105.8592221,20.9955141;105.8587604,20.9954104;105.8584559,20.9953649;105.8582036,20.9953361;105.8579436,20.9953204;105.8577382,20.9953086;105.857479,20.9953059;105.8572965,20.9953067;105.8571395,20.9953134;105.8568734,20.9953381;105.8562289,20.9954074;105.8556667,20.995477"
5148,"105.9156841,21.0088271;105.9157654,21.008779"
5149,"105.9283775,21.0015316;105.9283557,21.0015553;105.928288,21.0016288;105.9267716,21.0032745;105.9265574,21.0035069;105.9264341,21.0036408"
5150,"105.9131193,21.0074462;105.9128446,21.0074443;105.912664,21.0074329;105.912484,21.0073942;105.9123402,21.0073183;105.912232,21.0072246;105.9121477,21.0071053;105.9121023,21.0069664;105.9120776,21.006822;105.9120739,21.0066346;105.9121185,21.006281"
5151,"105.8755992,21.0036413;105.8756795,21.0037901;105.8788556,21.0068578;105.8815591,21.0094539;105.8833595,21.0111784;105.8847983,21.0125866;105.8864664,21.014196;105.8894634,21.0170956;105.8902725,21.0178762;105.8906864,21.0182891;105.891114,21.0187474;105.8913203,21.0189811;105.8915103,21.0191982;105.8918247,21.0195737;105.8921784,21.0200284;105.8925101,21.0204866;105.8928179,21.0209456;105.8937803,21.0225455;105.8947499,21.0241767"
5152,"105.8499095,20.9958483;105.8500739,20.9958348;105.8503483,20.9957979;105.8510133,20.995724;105.8512622,20.9956964;105.8515627,20.9956632;105.8518169,20.9956352;105.8519457,20.9956198;105.8521108,20.9955999"
5153,"105.8519438,20.9958956;105.8511859,20.9959847;105.8508061,20.9960434;105.8501127,20.9961091;105.8499573,20.9961284"
5154,"105.8602766,20.9958028;105.8601749,20.9957732;105.8598937,20.995687"
5155,"105.8620655,20.9963954;105.8619848,20.9963671"
5156,"105.8295,21.185092;105.8297948,21.1854617;105.8304612,21.1866449;105.8308213,21.1873236"
5157,"105.8300282,21.1848222;105.8301832,21.1852661;105.8308183,21.1864604;105.8311725,21.1871568"
5158,"105.8314991,21.1886333;105.8318523,21.189308;105.8325335,21.190622;105.8327264,21.1912271"
5159,"105.83319,21.1908857;105.8329101,21.1904941;105.8320652,21.1888435;105.8318819,21.1884822"
5160,"105.773653,21.2241284;105.7736372,21.2236822;105.7736369,21.2236734;105.7735722,21.2219428;105.7734756,21.2195038"
5161,"105.773646,21.2194992;105.7737425,21.2219382;105.7738076,21.2236776;105.773834,21.2244207"
5162,"105.777949,21.2168365;105.7773326,21.2171965;105.7771898,21.2172799;105.7770094,21.2173816;105.7765556,21.2176375;105.7754842,21.2182416;105.7750865,21.2184658;105.7741199,21.2190078"
5163,"105.7737395,21.21906;105.7737918,21.2190306;105.7742758,21.218759;105.7761499,21.2177106;105.7771101,21.2171556;105.7773552,21.2170129"
5164,"105.7738179,21.2191869;105.7734335,21.2194045;105.7731058,21.21959;105.7714554,21.2205242"
5165,"105.7785233,21.2163469;105.7785264,21.2165079"
5166,"105.7786457,21.2162967;105.7788335,21.2162654"
5167,"105.7788335,21.2162654;105.7786967,21.2164117;105.7785264,21.2165079"
5168,"105.8273392,21.1284687;105.8273393,21.1290798;105.8273403,21.1293117;105.8273416,21.1296135;105.8273429,21.1299153"
5169,"105.8316947,21.1247568;105.8306612,21.1247808;105.8282518,21.1248041"
5170,"105.9236054,21.0269847;105.9241186,21.0267948;105.9253384,21.0262715;105.9269974,21.0255863;105.9283375,21.0250236;105.9304201,21.0241108"
5171,"105.9306881,21.0242233;105.929998,21.0245109"
5172,"105.9293574,21.025085;105.9295231,21.0254917;105.9302894,21.0271689"
5173,"105.8273382,21.1235971;105.827339,21.1240913;105.8273412,21.1255318"
5174,"105.8309449,21.2048776;105.8305233,21.2050749;105.8299059,21.2053214;105.8290334,21.205591;105.8238881,21.2070807"
5175,"105.4464903,21.1095858;105.446485,21.1096695;105.4465011,21.1097295;105.4466325,21.1098246;105.4473327,21.1102911;105.4476812,21.1105428;105.4485317,21.1110992;105.4486871,21.1112008;105.4500899,21.111949;105.4502857,21.1120378;105.4506062,21.1121441;105.4514578,21.1123643;105.4517958,21.1123944;105.4518574,21.1123969;105.4522544,21.1123743;105.4526326,21.1123618;105.4528686,21.1123743;105.4530939,21.1124044;105.4532173,21.1124469;105.4533287,21.112552;105.453743,21.1132576;105.4544029,21.1143135;105.4546282,21.1147189;105.4547113,21.1149441;105.4547569,21.1151893;105.4549025,21.1159284;105.4549393,21.116115;105.4550895,21.116663;105.4551914,21.1172285;105.4551981,21.1173273;105.4552021,21.1173961;105.4551914,21.1175087;105.4550922,21.1177514;105.4547301,21.1185621;105.4546917,21.11868;105.4546845,21.1187022;105.4546818,21.1188723;105.4546925,21.1189774;105.4548052,21.1192001;105.4550627,21.1194853;105.4557064,21.1201959;105.4559746,21.1204311;105.4562053,21.1207639;105.4563421,21.1209866;105.4564118,21.1211542;105.4564869,21.1213669;105.4565433,21.1215545;105.4566184,21.1216596;105.4567525,21.1218047"
5176,"105.4249889,21.2470525;105.4249249,21.2471416;105.4248813,21.2472487;105.4247298,21.2474112;105.4247003,21.2474837;105.4246279,21.2475662;105.424534,21.2477012;105.4244562,21.2478212;105.4243623,21.2479662;105.4243087,21.2480237;105.4242577,21.2481012;105.4242256,21.2481712;105.4242068,21.2482436;105.4241961,21.2483111;105.4241665,21.2484511;105.424129,21.2485586;105.4240646,21.2487811;105.4239788,21.2490311;105.4239144,21.2492236;105.4238125,21.2494486;105.423724,21.2495886;105.4236539,21.2496792;105.4235711,21.2497861;105.4234343,21.249966;105.4230829,21.250466;105.4230795,21.2504707;105.4229379,21.250665;105.4228898,21.250731;105.4224167,21.2513316;105.4222226,21.2516352"
5177,"105.5811642,20.8931088;105.5812248,20.8939665"
5178,"105.3515642,21.1276041;105.3508665,21.1280504;105.3503466,21.128355;105.3500416,21.1285832;105.3500047,21.1286044;105.34933,21.1289928;105.3492254,21.1290529;105.3488901,21.1292455;105.3487077,21.1293481;105.348461,21.1293331;105.3481954,21.1293181;105.3480066,21.1292796;105.3478328,21.1292585;105.3476788,21.12923;105.3475718,21.1292099;105.3473707,21.1291855;105.3472819,21.1291775;105.3471515,21.1291645;105.3470126,21.1291504;105.3468516,21.1291279;105.3466693,21.1291054;105.3463742,21.1290604;105.3460845,21.1290178;105.3458646,21.1289803;105.3456876,21.1289703;105.3456044,21.1289903;105.3450138,21.1296252;105.3446549,21.1300111;105.3444494,21.1302607;105.3440746,21.1307159;105.3438876,21.1309431;105.3433658,21.1315064;105.3432816,21.1315973;105.3424072,21.1321527;105.3412244,21.1328357;105.3403954,21.1333548;105.3397948,21.1336593;105.338504,21.1343137;105.337842,21.1346558;105.3377309,21.1347031;105.3369175,21.1350664;105.3363106,21.1353375;105.335403,21.1356939;105.3339206,21.136367;105.3336686,21.1365658;105.3335345,21.136756;105.3333843,21.1371412;105.3333537,21.1372066;105.3330006,21.1379606;105.3329549,21.1380581;105.332306,21.1394378;105.3319198,21.1399782;105.3315282,21.1403007;105.3297009,21.1418063;105.3294935,21.1419631;105.329436,21.1420066;105.3289555,21.1422748;105.3282221,21.1426842;105.3274287,21.143127;105.3268288,21.1434618;105.3264664,21.1436623;105.3241794,21.1449278;105.3233768,21.1453718;105.3227745,21.1457051;105.3224828,21.1458549;105.3207591,21.1467539;105.3204265,21.1469209;105.3187067,21.1477844;105.3186826,21.1477965;105.3184497,21.1479134;105.317342,21.14848"
5179,"105.7676656,21.039706;105.767593,21.0394838"
5180,"105.3590646,21.2535761;105.35925,21.2535144;105.3593888,21.2534763;105.359492,21.2534463;105.359537,21.2534388;105.3595792,21.2534375;105.3596355,21.25344;105.3597911,21.2534744;105.3600506,21.2535369;105.3602303,21.2535894;105.3604315,21.2536712;105.3609847,21.2538543;105.3613005,21.2539843;105.3614693,21.2540583;105.3617283,21.2541718;105.3618758,21.2542431;105.361959,21.2542881;105.3620274,21.2543443;105.3620387,21.2543618;105.3620717,21.254413;105.3621213,21.2545555;105.3621642,21.2547255;105.3622151,21.2549992;105.3622232,21.2551105;105.362204,21.2553481;105.362195,21.2554592;105.3621599,21.2557641;105.3621565,21.2557937;105.3621508,21.2558429;105.3620931,21.2560766;105.362069,21.2561841;105.3620674,21.256224;105.3620663,21.2562541;105.362077,21.2563341;105.3621065,21.2564803;105.3621164,21.2565208;105.3621333,21.2565891;105.3622004,21.2568465;105.3622742,21.2571265;105.3623077,21.257234;105.3623362,21.2573038"
5181,"105.5351842,21.1022591;105.5353492,21.1020776;105.5355182,21.1018173;105.5357543,21.101492;105.5357797,21.1014632;105.5358039,21.101422;105.5358213,21.1013569;105.5358549,21.1009978;105.5359165,21.1004886;105.5359744,21.0999531;105.535993,21.0997716;105.5360224,21.0993012;105.5360278,21.0991999;105.5360278,21.0991461;105.5359595,21.0990922;105.5359058,21.0990635;105.5357985,21.0990147;105.5357301,21.0989859;105.5353895,21.0988483;105.5349657,21.0986634;105.5349161,21.0986418;105.5346867,21.0985442;105.5345781,21.0984879;105.5345245,21.0984544;105.5342402,21.0982815;105.5337466,21.0980012;105.5332518,21.0976984;105.5327247,21.0973944;105.5323546,21.0971954;105.5319884,21.0970102;105.5318811,21.0969512;105.531574,21.0967825;105.5311462,21.0965198;105.5304596,21.0961181;105.5301686,21.0959405;105.5298896,21.0957815;105.5298532,21.0957593;105.5298038,21.095729;105.5296697,21.0956389;105.529561,21.0955413;105.5293585,21.0953223;105.529089,21.0950145;105.5286638,21.0945491;105.5283929,21.0942513;105.5282025,21.0940398;105.5280831,21.0939147;105.5279195,21.0937182;105.5277546,21.0935256;105.5277305,21.093498;105.5276004,21.0933491;105.527422,21.0931589;105.5273167,21.0930764;105.5272168,21.0930163;105.5271296,21.0929763;105.5269767,21.0929012;105.5268212,21.0928299;105.5264282,21.0926422;105.5259937,21.0924332;105.5257107,21.0923219;105.5255651,21.0922718;105.5254575,21.0922348"
5182,"105.8499426,20.7956324;105.8512679,20.7946438;105.8527511,20.7935506;105.8552365,20.791728;105.8570127,20.7904337;105.8574963,20.7899856;105.8579143,20.7896112;105.8584026,20.7891799;105.8586684,20.7889801;105.8623849,20.7861135;105.8636623,20.7851903"
5183,"105.4559479,20.9811654;105.4560953,20.9813106;105.4561543,20.9814258;105.4562348,20.981526;105.4563796,20.9816262;105.4564655,20.9817213;105.4565889,20.9818265;105.456664,20.9819217;105.4567391,20.9820569;105.4567873,20.9822222;105.4568624,20.9824376;105.4569215,20.9826229;105.4569805,20.9827782;105.4570824,20.9831438;105.4571092,20.9833091;105.4571092,20.9834393;105.4571146,20.9835896;105.4571038,20.9837849;105.4571199,20.9839352;105.4571548,20.9840754;105.4571709,20.9842608;105.4572004,20.9844911;105.4572326,20.9848142;105.4572299,20.9849369;105.4572379,20.985061;105.4572415,20.9852891;105.4572621,20.9854102;105.4572835,20.9857032;105.4573064,20.9861213;105.4573184,20.9862141;105.4573319,20.9864098;105.457356,20.98676;105.4573825,20.9869286;105.4574096,20.9871006;105.4574479,20.9872793;105.457474,20.9874011;105.4575652,20.9876415;105.4576778,20.987902;105.4577047,20.9880572;105.4577368,20.9882426;105.4577422,20.9883778;105.4577559,20.9884902;105.4577459,20.9885928;105.4576886,20.9887234;105.4576188,20.9889037;105.457533,20.9890189;105.4574579,20.9891241;105.4573613,20.9892793;105.4573291,20.9893845;105.4572755,20.9895197;105.4572701,20.9897;105.4572701,20.9900005;105.4572531,20.9901544;105.4572487,20.9901909;105.4572648,20.9903712;105.4573238,20.9905364;105.4574418,20.9906717;105.457533,20.9907819;105.4577511,20.9910022;105.457989,20.9912426;105.4584557,20.9917635;105.4588258,20.9920815;105.4589492,20.9922293;105.4591477,20.9925724;105.4594481,20.9930957;105.4595876,20.9933036;105.4598424,20.9935315;105.4600194,20.9936517;105.4601026,20.9937255;105.4601321,20.9937693;105.4601602,20.9938307;105.460183,20.9939196;105.4601924,20.9939885;105.460187,20.9941562;105.4601522,20.994324;105.4601401,20.9949926;105.4601473,20.9950291;105.4601723,20.9951554;105.4601777,20.9952518;105.4601616,20.9953895;105.4601428,20.9955661;105.4601468,20.99566;105.4601656,20.9957464;105.4601978,20.9958077;105.4603265,20.9959705;105.4604561,20.9961221;105.4605947,20.9963198;105.4607517,20.9966065;105.4608187,20.9967568;105.4608938,20.996862;105.460985,20.9969321;105.4611889,20.9970648;105.4615885,20.9974078;105.4616851,20.9975506;105.4617441,20.9976708;105.4617655,20.9977609;105.4617655,20.9978611;105.4616743,20.9981591;105.4614711,20.9987795;105.4613144,20.999258;105.4612774,20.9993711;105.4612227,20.9999001;105.4612103,20.999972;105.461264,21.000543;105.4612988,21.0008234"
5184,"105.5103122,21.0672359;105.5102961,21.0676426;105.5103444,21.0681207;105.5103859,21.0684836;105.5104114,21.0686504;105.5105569,21.0692209"
5185,"105.5103216,21.067152;105.5103122,21.0672359"
5186,"105.5105569,21.0692209;105.5105469,21.0693815"
5187,"105.4618097,21.1931911;105.4616073,21.1931898;105.4613122,21.1932199;105.4610655,21.1932599;105.4609609,21.1932824;105.460702,21.1933124;105.4605505,21.1933011;105.4604553,21.1932886;105.4603024,21.1932461;105.460148,21.1931676;105.4599926,21.1930886;105.4599577,21.1930861;105.4599215,21.1931073;105.4598679,21.1931811;105.4596774,21.1934187;105.4595004,21.19362;105.4593234,21.1938488;105.4591571,21.1940426;105.4590337,21.1942902;105.458921,21.194534;105.4587977,21.1947691;105.4586857,21.1949573;105.4586549,21.195016;105.4586019,21.1949929;105.4585974,21.1949929;105.4585935,21.1949945;105.4585878,21.195001;105.458577,21.195013;105.458439,21.1951917;105.4582559,21.1954393;105.4581003,21.1956956;105.4579715,21.1958726;105.4578374,21.1960732;105.4577851,21.196167;105.4577757,21.1962145;105.4577838,21.1963208;105.4577757,21.1964784;105.4577784,21.1966459;105.4577422,21.196896;105.4576883,21.1971625;105.4576631,21.1974274;105.4575813,21.1981188;105.457541,21.1983989;105.4574606,21.1988028;105.4572688,21.1996618;105.4571777,21.1999846;105.4571494,21.2000969;105.4569375,21.200652;105.4568409,21.2008949;105.4566988,21.2012522;105.4565558,21.2016051;105.4564064,21.2019824;105.4561999,21.2025275;105.4560202,21.2032727;105.4559237,21.2038029;105.4557681,21.2045118;105.455744,21.2048394;105.4557534,21.2049119;105.4557762,21.2049832;105.4559109,21.2053039;105.4559585,21.2054733;105.4559911,21.2056786;105.4560041,21.2057608;105.4560819,21.2063685;105.45609,21.2066235;105.4560242,21.2070348;105.4559988,21.2071937;105.4559934,21.2072562;105.4559988,21.2073037;105.4560041,21.2073812;105.4560041,21.2074337;105.4559425,21.2078788;105.4559076,21.2081839;105.4559129,21.2082439;105.4559183,21.2082939;105.4559862,21.2088127;105.4560041,21.2089491;105.4560297,21.2094717;105.4560196,21.2095348;105.4558969,21.2105444;105.4558271,21.2112495;105.455752,21.2117396;105.4556844,21.2120669;105.4555991,21.2124798;105.4555208,21.212855;105.4554221,21.2133274;105.4553416,21.21366;105.4552599,21.214024;105.4552209,21.2141976;105.4551754,21.2144801;105.4551592,21.2145552;105.4551002,21.2147202;105.4550899,21.2147381;105.4549769,21.2149352;105.4549634,21.2149702;105.4549581,21.2150152;105.4549769,21.2155003;105.454998,21.2157042;105.4550251,21.2159654;105.4552075,21.2165955;105.4552183,21.216643;105.4552343,21.216778"
